Source,ECOS
Unit,none
Name,"Call금리(1일, 중개회사간거래)"
date,call
7/11/2007 12:00:00 AM,0.0449
7/12/2007 12:00:00 AM,0.0472
7/13/2007 12:00:00 AM,0.0471
7/16/2007 12:00:00 AM,0.0473
7/18/2007 12:00:00 AM,0.0477
7/19/2007 12:00:00 AM,0.0485
7/20/2007 12:00:00 AM,0.0487
7/23/2007 12:00:00 AM,0.0478
7/24/2007 12:00:00 AM,0.0478
7/25/2007 12:00:00 AM,0.0478
7/26/2007 12:00:00 AM,0.0478
7/27/2007 12:00:00 AM,0.0477
7/30/2007 12:00:00 AM,0.0476
7/31/2007 12:00:00 AM,0.0476
8/1/2007 12:00:00 AM,0.0458
8/2/2007 12:00:00 AM,0.0465
8/3/2007 12:00:00 AM,0.0469
8/6/2007 12:00:00 AM,0.0468
8/7/2007 12:00:00 AM,0.0469
8/8/2007 12:00:00 AM,0.047
8/9/2007 12:00:00 AM,0.0501
8/10/2007 12:00:00 AM,0.0502
8/13/2007 12:00:00 AM,0.05
8/14/2007 12:00:00 AM,0.0499
8/16/2007 12:00:00 AM,0.0498
8/17/2007 12:00:00 AM,0.0498
8/20/2007 12:00:00 AM,0.0498
8/21/2007 12:00:00 AM,0.0498
8/22/2007 12:00:00 AM,0.0497
8/23/2007 12:00:00 AM,0.0498
8/24/2007 12:00:00 AM,0.0498
8/27/2007 12:00:00 AM,0.0498
8/28/2007 12:00:00 AM,0.0498
8/29/2007 12:00:00 AM,0.0497
8/30/2007 12:00:00 AM,0.0497
8/31/2007 12:00:00 AM,0.0498
9/3/2007 12:00:00 AM,0.05
9/4/2007 12:00:00 AM,0.0498
9/5/2007 12:00:00 AM,0.0497
9/6/2007 12:00:00 AM,0.0493
9/7/2007 12:00:00 AM,0.049
9/10/2007 12:00:00 AM,0.0497
9/11/2007 12:00:00 AM,0.0498
9/12/2007 12:00:00 AM,0.0498
9/13/2007 12:00:00 AM,0.0499
9/14/2007 12:00:00 AM,0.0499
9/17/2007 12:00:00 AM,0.0499
9/18/2007 12:00:00 AM,0.0499
9/19/2007 12:00:00 AM,0.0497
9/20/2007 12:00:00 AM,0.0491
9/21/2007 12:00:00 AM,0.049
9/27/2007 12:00:00 AM,0.0498
9/28/2007 12:00:00 AM,0.0498
10/1/2007 12:00:00 AM,0.0499
10/2/2007 12:00:00 AM,0.0498
10/4/2007 12:00:00 AM,0.0501
10/5/2007 12:00:00 AM,0.05
10/8/2007 12:00:00 AM,0.0498
10/9/2007 12:00:00 AM,0.0498
10/10/2007 12:00:00 AM,0.0499
10/11/2007 12:00:00 AM,0.05
10/12/2007 12:00:00 AM,0.0501
10/15/2007 12:00:00 AM,0.0502
10/16/2007 12:00:00 AM,0.0501
10/17/2007 12:00:00 AM,0.05
10/18/2007 12:00:00 AM,0.05
10/19/2007 12:00:00 AM,0.0501
10/22/2007 12:00:00 AM,0.0499
10/23/2007 12:00:00 AM,0.05
10/24/2007 12:00:00 AM,0.0502
10/25/2007 12:00:00 AM,0.0502
10/26/2007 12:00:00 AM,0.0502
10/29/2007 12:00:00 AM,0.0501
10/30/2007 12:00:00 AM,0.0502
10/31/2007 12:00:00 AM,0.0501
11/1/2007 12:00:00 AM,0.05
11/2/2007 12:00:00 AM,0.0498
11/5/2007 12:00:00 AM,0.0498
11/6/2007 12:00:00 AM,0.0504
11/7/2007 12:00:00 AM,0.0501
11/8/2007 12:00:00 AM,0.0501
11/9/2007 12:00:00 AM,0.0501
11/12/2007 12:00:00 AM,0.0502
11/13/2007 12:00:00 AM,0.0501
11/14/2007 12:00:00 AM,0.0501
11/15/2007 12:00:00 AM,0.0501
11/16/2007 12:00:00 AM,0.0501
11/19/2007 12:00:00 AM,0.0501
11/20/2007 12:00:00 AM,0.0498
11/21/2007 12:00:00 AM,0.0499
11/22/2007 12:00:00 AM,0.0498
11/23/2007 12:00:00 AM,0.05
11/26/2007 12:00:00 AM,0.0501
11/27/2007 12:00:00 AM,0.05
11/28/2007 12:00:00 AM,0.0501
11/29/2007 12:00:00 AM,0.0501
11/30/2007 12:00:00 AM,0.0502
12/3/2007 12:00:00 AM,0.05
12/4/2007 12:00:00 AM,0.05
12/5/2007 12:00:00 AM,0.0496
12/6/2007 12:00:00 AM,0.0486
12/7/2007 12:00:00 AM,0.0479
12/10/2007 12:00:00 AM,0.0499
12/11/2007 12:00:00 AM,0.0499
12/12/2007 12:00:00 AM,0.05
12/13/2007 12:00:00 AM,0.0499
12/14/2007 12:00:00 AM,0.0499
12/17/2007 12:00:00 AM,0.05
12/18/2007 12:00:00 AM,0.05
12/20/2007 12:00:00 AM,0.05
12/21/2007 12:00:00 AM,0.0499
12/24/2007 12:00:00 AM,0.05
12/26/2007 12:00:00 AM,0.05
12/27/2007 12:00:00 AM,0.05
12/28/2007 12:00:00 AM,0.0501
1/2/2008 12:00:00 AM,0.0496
1/3/2008 12:00:00 AM,0.0498
1/4/2008 12:00:00 AM,0.0499
1/7/2008 12:00:00 AM,0.0495
1/8/2008 12:00:00 AM,0.0498
1/9/2008 12:00:00 AM,0.0499
1/10/2008 12:00:00 AM,0.0501
1/11/2008 12:00:00 AM,0.05
1/14/2008 12:00:00 AM,0.0501
1/15/2008 12:00:00 AM,0.0501
1/16/2008 12:00:00 AM,0.0502
1/17/2008 12:00:00 AM,0.0502
1/18/2008 12:00:00 AM,0.0497
1/21/2008 12:00:00 AM,0.0493
1/22/2008 12:00:00 AM,0.049
1/23/2008 12:00:00 AM,0.0501
1/24/2008 12:00:00 AM,0.0501
1/25/2008 12:00:00 AM,0.0501
1/28/2008 12:00:00 AM,0.0501
1/29/2008 12:00:00 AM,0.05
1/30/2008 12:00:00 AM,0.0498
1/31/2008 12:00:00 AM,0.0496
2/1/2008 12:00:00 AM,0.0491
2/4/2008 12:00:00 AM,0.0496
2/5/2008 12:00:00 AM,0.0494
2/11/2008 12:00:00 AM,0.05
2/12/2008 12:00:00 AM,0.05
2/13/2008 12:00:00 AM,0.05
2/14/2008 12:00:00 AM,0.05
2/15/2008 12:00:00 AM,0.05
2/18/2008 12:00:00 AM,0.0498
2/19/2008 12:00:00 AM,0.0495
2/20/2008 12:00:00 AM,0.0494
2/21/2008 12:00:00 AM,0.0502
2/22/2008 12:00:00 AM,0.05
2/25/2008 12:00:00 AM,0.0498
2/26/2008 12:00:00 AM,0.0495
2/27/2008 12:00:00 AM,0.0494
2/28/2008 12:00:00 AM,0.0496
2/29/2008 12:00:00 AM,0.0494
3/3/2008 12:00:00 AM,0.0494
3/4/2008 12:00:00 AM,0.0495
3/5/2008 12:00:00 AM,0.0493
3/6/2008 12:00:00 AM,0.05
3/7/2008 12:00:00 AM,0.05
3/10/2008 12:00:00 AM,0.0499
3/11/2008 12:00:00 AM,0.0499
3/12/2008 12:00:00 AM,0.0498
3/13/2008 12:00:00 AM,0.0498
3/14/2008 12:00:00 AM,0.0498
3/17/2008 12:00:00 AM,0.0496
3/18/2008 12:00:00 AM,0.0499
3/19/2008 12:00:00 AM,0.0495
3/20/2008 12:00:00 AM,0.0498
3/21/2008 12:00:00 AM,0.0498
3/24/2008 12:00:00 AM,0.0497
3/25/2008 12:00:00 AM,0.0497
3/26/2008 12:00:00 AM,0.0494
3/27/2008 12:00:00 AM,0.0494
3/28/2008 12:00:00 AM,0.0496
3/31/2008 12:00:00 AM,0.0498
4/1/2008 12:00:00 AM,0.0497
4/2/2008 12:00:00 AM,0.05
4/3/2008 12:00:00 AM,0.0501
4/4/2008 12:00:00 AM,0.051
4/7/2008 12:00:00 AM,0.0504
4/8/2008 12:00:00 AM,0.0503
4/10/2008 12:00:00 AM,0.0498
4/11/2008 12:00:00 AM,0.05
4/14/2008 12:00:00 AM,0.05
4/15/2008 12:00:00 AM,0.05
4/16/2008 12:00:00 AM,0.05
4/17/2008 12:00:00 AM,0.05
4/18/2008 12:00:00 AM,0.05
4/21/2008 12:00:00 AM,0.0497
4/22/2008 12:00:00 AM,0.0498
4/23/2008 12:00:00 AM,0.0498
4/24/2008 12:00:00 AM,0.05
4/25/2008 12:00:00 AM,0.0496
4/28/2008 12:00:00 AM,0.0489
4/29/2008 12:00:00 AM,0.0494
4/30/2008 12:00:00 AM,0.0495
5/2/2008 12:00:00 AM,0.0496
5/6/2008 12:00:00 AM,0.0519
5/7/2008 12:00:00 AM,0.0518
5/8/2008 12:00:00 AM,0.0501
5/9/2008 12:00:00 AM,0.05
5/13/2008 12:00:00 AM,0.0493
5/14/2008 12:00:00 AM,0.0487
5/15/2008 12:00:00 AM,0.049
5/16/2008 12:00:00 AM,0.0495
5/19/2008 12:00:00 AM,0.0493
5/20/2008 12:00:00 AM,0.0463
5/21/2008 12:00:00 AM,0.0462
5/22/2008 12:00:00 AM,0.05
5/23/2008 12:00:00 AM,0.05
5/26/2008 12:00:00 AM,0.05
5/27/2008 12:00:00 AM,0.0501
5/28/2008 12:00:00 AM,0.0503
5/29/2008 12:00:00 AM,0.0503
5/30/2008 12:00:00 AM,0.0504
6/2/2008 12:00:00 AM,0.05
6/3/2008 12:00:00 AM,0.05
6/4/2008 12:00:00 AM,0.05
6/5/2008 12:00:00 AM,0.05
6/9/2008 12:00:00 AM,0.0481
6/10/2008 12:00:00 AM,0.0457
6/11/2008 12:00:00 AM,0.0457
6/12/2008 12:00:00 AM,0.0499
6/13/2008 12:00:00 AM,0.0499
6/16/2008 12:00:00 AM,0.0501
6/17/2008 12:00:00 AM,0.0501
6/18/2008 12:00:00 AM,0.0501
6/19/2008 12:00:00 AM,0.0501
6/20/2008 12:00:00 AM,0.0501
6/23/2008 12:00:00 AM,0.0462
6/24/2008 12:00:00 AM,0.0455
6/25/2008 12:00:00 AM,0.0455
6/26/2008 12:00:00 AM,0.0501
6/27/2008 12:00:00 AM,0.05
6/30/2008 12:00:00 AM,0.0501
7/1/2008 12:00:00 AM,0.0499
7/2/2008 12:00:00 AM,0.0499
7/3/2008 12:00:00 AM,0.05
7/4/2008 12:00:00 AM,0.0503
7/7/2008 12:00:00 AM,0.0501
7/8/2008 12:00:00 AM,0.0501
7/9/2008 12:00:00 AM,0.0502
7/10/2008 12:00:00 AM,0.0501
7/11/2008 12:00:00 AM,0.0501
7/14/2008 12:00:00 AM,0.0501
7/15/2008 12:00:00 AM,0.0501
7/16/2008 12:00:00 AM,0.05
7/17/2008 12:00:00 AM,0.0501
7/18/2008 12:00:00 AM,0.0501
7/21/2008 12:00:00 AM,0.0458
7/22/2008 12:00:00 AM,0.0457
7/23/2008 12:00:00 AM,0.0456
7/24/2008 12:00:00 AM,0.05
7/25/2008 12:00:00 AM,0.05
7/28/2008 12:00:00 AM,0.0501
7/29/2008 12:00:00 AM,0.0501
7/30/2008 12:00:00 AM,0.05
7/31/2008 12:00:00 AM,0.0503
8/1/2008 12:00:00 AM,0.0502
8/4/2008 12:00:00 AM,0.0502
8/5/2008 12:00:00 AM,0.0502
8/6/2008 12:00:00 AM,0.0502
8/7/2008 12:00:00 AM,0.0525
8/8/2008 12:00:00 AM,0.0524
8/11/2008 12:00:00 AM,0.0524
8/12/2008 12:00:00 AM,0.0525
8/13/2008 12:00:00 AM,0.0525
8/14/2008 12:00:00 AM,0.0525
8/18/2008 12:00:00 AM,0.0524
8/19/2008 12:00:00 AM,0.0523
8/20/2008 12:00:00 AM,0.0523
8/21/2008 12:00:00 AM,0.0525
8/22/2008 12:00:00 AM,0.0525
8/25/2008 12:00:00 AM,0.0525
8/26/2008 12:00:00 AM,0.0524
8/27/2008 12:00:00 AM,0.0524
8/28/2008 12:00:00 AM,0.0524
8/29/2008 12:00:00 AM,0.0525
9/1/2008 12:00:00 AM,0.0525
9/2/2008 12:00:00 AM,0.0525
9/3/2008 12:00:00 AM,0.0525
9/4/2008 12:00:00 AM,0.0525
9/5/2008 12:00:00 AM,0.0525
9/8/2008 12:00:00 AM,0.0525
9/9/2008 12:00:00 AM,0.0528
9/10/2008 12:00:00 AM,0.0522
9/11/2008 12:00:00 AM,0.0525
9/12/2008 12:00:00 AM,0.0525
9/16/2008 12:00:00 AM,0.0524
9/17/2008 12:00:00 AM,0.0524
9/18/2008 12:00:00 AM,0.0512
9/19/2008 12:00:00 AM,0.0507
9/22/2008 12:00:00 AM,0.0495
9/23/2008 12:00:00 AM,0.0479
9/24/2008 12:00:00 AM,0.0486
9/25/2008 12:00:00 AM,0.0523
9/26/2008 12:00:00 AM,0.0523
9/29/2008 12:00:00 AM,0.0523
9/30/2008 12:00:00 AM,0.0522
10/1/2008 12:00:00 AM,0.0522
10/2/2008 12:00:00 AM,0.0522
10/6/2008 12:00:00 AM,0.0523
10/7/2008 12:00:00 AM,0.0506
10/8/2008 12:00:00 AM,0.0512
10/9/2008 12:00:00 AM,0.0498
10/10/2008 12:00:00 AM,0.0498
10/13/2008 12:00:00 AM,0.0498
10/14/2008 12:00:00 AM,0.0499
10/15/2008 12:00:00 AM,0.0499
10/16/2008 12:00:00 AM,0.0499
10/17/2008 12:00:00 AM,0.0499
10/20/2008 12:00:00 AM,0.0497
10/21/2008 12:00:00 AM,0.0489
10/22/2008 12:00:00 AM,0.0489
10/23/2008 12:00:00 AM,0.0498
10/24/2008 12:00:00 AM,0.0498
10/27/2008 12:00:00 AM,0.0428
10/28/2008 12:00:00 AM,0.0424
10/29/2008 12:00:00 AM,0.0424
10/30/2008 12:00:00 AM,0.0421
10/31/2008 12:00:00 AM,0.0414
11/3/2008 12:00:00 AM,0.041
11/4/2008 12:00:00 AM,0.0402
11/5/2008 12:00:00 AM,0.0404
11/6/2008 12:00:00 AM,0.0422
11/7/2008 12:00:00 AM,0.0397
11/10/2008 12:00:00 AM,0.0398
11/11/2008 12:00:00 AM,0.0398
11/12/2008 12:00:00 AM,0.0398
11/13/2008 12:00:00 AM,0.0398
11/14/2008 12:00:00 AM,0.0398
11/17/2008 12:00:00 AM,0.0393
11/18/2008 12:00:00 AM,0.0395
11/19/2008 12:00:00 AM,0.0395
11/20/2008 12:00:00 AM,0.0399
11/21/2008 12:00:00 AM,0.0398
11/24/2008 12:00:00 AM,0.0399
11/25/2008 12:00:00 AM,0.0398
11/26/2008 12:00:00 AM,0.0398
11/27/2008 12:00:00 AM,0.0398
11/28/2008 12:00:00 AM,0.0399
12/1/2008 12:00:00 AM,0.0397
12/2/2008 12:00:00 AM,0.0398
12/3/2008 12:00:00 AM,0.0398
12/4/2008 12:00:00 AM,0.0391
12/5/2008 12:00:00 AM,0.0385
12/8/2008 12:00:00 AM,0.0371
12/9/2008 12:00:00 AM,0.0361
12/10/2008 12:00:00 AM,0.0361
12/11/2008 12:00:00 AM,0.0316
12/12/2008 12:00:00 AM,0.029
12/15/2008 12:00:00 AM,0.0283
12/16/2008 12:00:00 AM,0.0278
12/17/2008 12:00:00 AM,0.0281
12/18/2008 12:00:00 AM,0.0281
12/19/2008 12:00:00 AM,0.0282
