D A T E,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량
4/2/2010 12:00:00 AM,2025760,150437,298049,,,,,,,,4269,,,,,,41143,,49526,11910,,,,,,3999715,,,,,,,,,4195,,,,,,
4/9/2010 12:00:00 AM,1950812,130240,874108,,,,,,,,8246,,,,,,6097,,5110,5764,,,,,,795016,,,,,,,,,2139,,,,,,
4/16/2010 12:00:00 AM,1465051,145822,519069,,,,,,,,4988,,,,,,4829,,4432,12090,,,,,,432538,,,,,,,,,2842,,,,,,
4/23/2010 12:00:00 AM,910062,30589,246349,,,,,,,,7457,,,,,,5463,,4776,4701,,,,,,295232,,,,,,,,,1356,,,,,,
4/30/2010 12:00:00 AM,758179,28275,304781,,,,,,,,10697,,,,,,7166,,4353,4425,,,,,,448634,,,,,,,,,1303,,,,,,
5/7/2010 12:00:00 AM,2895609,292906,526438,,,,,,,,6307,,,,,,13096,,10638,17366,,,,,,1697752,,,,,,,,,3346,,,,,,
5/14/2010 12:00:00 AM,1406753,12671,426564,,,,,,,,5599,,,,,,15633,,32562,7936,,,,,,1386469,,,,,,,,,1580,,,,,,
5/20/2010 12:00:00 AM,2598414,28213,364172,,,,,,,,40873,,,,,,15299,,14607,7099,,,,,,1016445,,,,,,,,,1771,,,,,,
5/28/2010 12:00:00 AM,1690805,4252,206058,,,,,,,,8305,,,,,,11824,,9695,5571,,,,,,706117,,,,,,,,,1686,,,,,,
6/4/2010 12:00:00 AM,1496364,8938,257325,,,,,,,,8220,,,,,,7486,,6587,3741,,,,,,646345,,,,,,,,,3586,,,,,,
6/11/2010 12:00:00 AM,1753641,59304,378696,,,,,,,,5741,,,,,,2395,,4185,2981,,,,,,1049905,,,,,,,,,2473,,,,,,
6/18/2010 12:00:00 AM,838483,2465,204441,,,,,,,,5522,,,,,,2662,,4302,2200,,,,,,1359600,,,,,,,,,11126,,,,,,
6/25/2010 12:00:00 AM,1242933,2466,229534,,,,,,,,2587,,,,,,5379,,5934,2367,,,,,,751799,,,,,,,,,2153,,,,,,
7/2/2010 12:00:00 AM,1632157,12570,253752,,,,,,,,5340,,,,,,17202,,49126,2526,,,,,,532858,,,,,,,,,1792,,,,,,
7/9/2010 12:00:00 AM,1487769,156289,232432,,,,,,,,5328,,,,,,6745,,10132,12528,,,,,,324863,,,,,,,,,1066,,,,,,
7/16/2010 12:00:00 AM,1193332,33595,246527,,,,,,,,5386,,,,,,2486,,11172,1956,,,,,,698805,,,,,,,,,1056,,,,,,
7/23/2010 12:00:00 AM,1550135,28676,146016,,,,,,,,4225,,,,,,8440,,4265,8534,,,,,,503148,,,,,,,,,1342,,,,,,
7/30/2010 12:00:00 AM,924894,18280,231663,,,,,,,4519,4150,,,,,,4271,,5483,7410,,,,,,766219,,,,,,,,,1130,,,,,,
8/6/2010 12:00:00 AM,900583,417982,593463,,,,,,,7889,5737,,,,,,1784,,8527,3313,,,,,,487662,,,,,,,,,1021,,,,,,
8/13/2010 12:00:00 AM,1212942,510013,2912088,,,,,,,5357,11430,,,,,,8213,,4175,13459,,,,,,444495,,,,,,,,,1818,,,,,,
8/20/2010 12:00:00 AM,1003263,77145,241503,,,,,,,5502,4991,,,,,,7685,,6209,17313,,,,,,485308,,,,,,,,,6478,,,,,,
8/27/2010 12:00:00 AM,1002865,230686,215117,,,,,,,6548,6586,,,,,,102052,,1392,4263,,,,,,653226,,,,,,,,,1112,,,,,,
9/3/2010 12:00:00 AM,865581,5484,293636,,,,,,,5665,6916,,,,,,4821,,13731,13037,,,,,,745979,,,,,,,,,1617,,,,,,
9/10/2010 12:00:00 AM,2894171,49725,175259,,,,,,,6265,5627,,,,,,3025,,12376,18193,,,,,,451976,,,,,,,,,2143,,,,,,
9/17/2010 12:00:00 AM,1012423,28337,314377,,,,,,,5430,5703,,,,,,12966,,66563,4310,,,,,,395748,,,,,,,,,1930,,,,,,
9/24/2010 12:00:00 AM,495314,9915,214070,,,,,,,5466,10785,,,,,,8919,,27844,13186,,,,,,305921,,,,,,,,,4691,,,,,,
10/1/2010 12:00:00 AM,897467,60229,204874,,,,,,,5817,36836,,,,,,20035,,7946,25523,,,,,,544910,,,,,,,,,46052,,,,,,
10/8/2010 12:00:00 AM,1180652,30050,114139,,,,,,,5751,5357,,,,,,4607,,7976,68887,,,,,,353255,,,,,,,,,1544,,,,,,
10/15/2010 12:00:00 AM,837577,97808,295149,,,,,,,3315,5264,,,,,,4710,,20601,8248,,,,,,636172,,,,,,,,,1647,,,,,,
10/22/2010 12:00:00 AM,677630,30537,145595,,,,,,,5534,6349,,,,,,6980,,18633,24096,,,,,,667918,,,,,,,,,2321,,,,,,
10/29/2010 12:00:00 AM,1865914,13464,303644,,,,,,,5271,21531,,,,,,7669,,13581,10863,,,,,,553015,,,,,,,,,1502,,,,,,
11/5/2010 12:00:00 AM,1244903,599,123561,,,,,,,5790,5400,,,,,,43821,,80555,37317,,,,,,1995284,,,,,,,,,1216,,,,,,
11/12/2010 12:00:00 AM,1759879,3153,292695,,,,,,,5595,5269,,,,,,21629,,32162,39789,,,,,,440143,,,,,,,,,274,,,,,,
11/19/2010 12:00:00 AM,457165,4334,269827,,,,,,,9873,5082,,,,,,8907,,9023,2971,,,,,,316020,,,,,,,,,28309,,,,,,
11/26/2010 12:00:00 AM,1085233,17877,159920,,,,,,,40113,5000,,,,,,11430,,9723,10071,,,,,,561359,,,,,,,,,476,,,,,,
12/3/2010 12:00:00 AM,2383121,40176,109823,,,,,,,5790,5620,,,,,,54286,,10427,10416,,,,,,2156530,,,,,,,,,2325,,,,,,
12/10/2010 12:00:00 AM,1271787,53578,144063,,,,,,,5510,5470,,,,,,6790,,21943,25252,,,,,,747590,,,,,,,,,290,,,,,,
12/17/2010 12:00:00 AM,614574,16651,205540,,,,,,,5309,18813,,,,,,18604,,49043,46299,,,,,,719495,,,,,,,,,1698,,,,,,
12/24/2010 12:00:00 AM,998235,45676,140720,,,,,,,5399,7303,,,,,,6407,,68790,25294,,,,,,449358,,,,,,,,,6559,,,,,,
12/30/2010 12:00:00 AM,1658776,124660,200189,,,,,,,3203,5910,,,,,,9722,,16425,28631,,,,,,611150,,,,,,,,,1951,,,,,,
1/7/2011 12:00:00 AM,987552,117765,162350,,,,,,,7246,5183,,,,,,9872,,13151,25277,,,,,,664271,,,,,,,,,1130,,,,,,
1/14/2011 12:00:00 AM,1182079,13880,1694495,,,,,,,1138,110,,,,,,6753,,23285,39540,,,,,,562693,,,,,,,,,312,,,,,,
1/21/2011 12:00:00 AM,2173722,10439,335002,,,,,,,6228,5760,,,,,,38758,,42608,98852,,,,,,1669796,,,,,,,,,15184,,,,,,
1/28/2011 12:00:00 AM,736263,1602,85877,,,,,,,1225,782,,,,,,36557,,433756,74932,,,,,,616176,,,,,,,,,1114,,,,,,
2/1/2011 12:00:00 AM,640740,789,185383,,,,,,,5283,127,,,,,,22967,,32468,18105,,,,,,604862,,,,,,,,,44497,,,,,,
2/11/2011 12:00:00 AM,2666435,29062,804419,,,,,,,1321,4400,,,,,,169163,,31535,126279,,,,,,949320,,,,,,,,,4964,,,,,,
2/18/2011 12:00:00 AM,2072369,1010030,169006,,,,,,,11104,15100,,,,,,11475,,7215,2669387,,,,,,606171,,,,,,,,,44560,,,,,,
2/25/2011 12:00:00 AM,2000847,39245,127939,,,,,,,8244,3094,,,,,,4644,,9256,9626,,,,,,1037421,,,,,,,,,16761,,,,,,
3/4/2011 12:00:00 AM,2988882,2419,269929,,,,,,,10068,19030,,,,,,30790,,35252,45458,,,,,,593515,,,,,,,,,1171,,,,,,
3/11/2011 12:00:00 AM,3759922,332876,113757,,,,,,,9906,5173,,,,,,27659,,10261,8555,,,,,,700469,,,,,,,,,28,,,,,,
3/18/2011 12:00:00 AM,1480623,225277,169556,,,,,,,6589,17492,,,,,,7145,,25482,360730,,,,,,419333,,,,,,,,,33035,,,,,,
3/25/2011 12:00:00 AM,1668720,20339,290400,,,,,,,1839,4490,,,,,,8489,,23736,37857,,,,,,502786,,,,,,,,,1015,,,,,,
4/1/2011 12:00:00 AM,1578211,12567,435500,,,,,,,6413,16805,,,,,,20928,,17835,44736,,,,,,982285,,,,,,,,,7607,,,,,,
4/8/2011 12:00:00 AM,1417277,27201,250795,,,,,,,4059,2065,,1968,,,,26145,,30291,41864,,,,,,883317,,,,,,,,,1635,,,,,,
4/15/2011 12:00:00 AM,1318669,10326,252695,,,,,,,7634,5198,,1770,,,,50087,,40252,36502,,,,,,765054,,,,,,,,,310,,,,,,
4/22/2011 12:00:00 AM,1438004,12963,232694,,,,,,,9171,12348,,47337,,,,54088,,54650,102453,,,,,,680985,,,,,,,,,15727,,,,,,
4/29/2011 12:00:00 AM,1182824,1901,245218,,,,,,,7449,4246,,53870,,,,67064,,56928,185679,,,,,,758072,,,,,,,,,14351,,,,,,
5/6/2011 12:00:00 AM,1511226,2936,384647,,,,,,,20276,26167,,3399,,,,23507,,48295,47939,,,,,,669546,,,,,,,,,4525,,,,,,
5/13/2011 12:00:00 AM,2493361,412830,619878,,,,,,,5258,4391,,4554,,,,18522,,38833,410382,,,,,,662565,,,,,,,,,20085,,,,,,
5/20/2011 12:00:00 AM,1488084,206405,269401,,,,,,,2331,1953,,24552,,,,108083,,53898,15215,,,,,,229181,,,,,,,,,3427,,,,,,
5/27/2011 12:00:00 AM,766790,14510,403734,,,,,,,2388,3068,,20019,,,,10160,,42250,11259,,,,,,240316,,,,,,,,,1045,,,,,,
6/3/2011 12:00:00 AM,1037534,1230,454053,,,,,,,6042,5264,,1767,,,,36754,,32828,109958,,,,,,773435,,,,,,,,,1075,,,,,,
6/10/2011 12:00:00 AM,2128102,18871,332984,,,,,,,22023,12531,,6692,,,,10694,,38244,26575,,,,,,387311,,,,,,,,,10013,,,,,,
6/17/2011 12:00:00 AM,1591150,10864,198122,,,,,,,1517,5041,,1193,,,,14358,,20297,22900,,,,,,1420725,,,,,,,,,1458,,,,,,
6/24/2011 12:00:00 AM,2702427,5656,382594,,,,,,,6178,2081,,29593,,,,3838,,24960,20677,,,,,,1008407,,,,,,,,,1177,,,,,,
7/1/2011 12:00:00 AM,1572636,4503,879553,,,,,,,22762,1703,,1808,,,,21062,,32639,30578,,,,,,694430,,,,,,,,,424,,,,,,
7/8/2011 12:00:00 AM,2089072,58271,204224,,,,,,,47840,9157,,6463,,,,8523,,36213,14869,,,,,,701864,,,,,,,,,2273,,,,,,
7/15/2011 12:00:00 AM,2496486,200607,388573,,,,,,,18530,5096,,36676,,,,6738,,19654,7229,,,,,,422593,,,,,,,,,31021,,,,,,
7/22/2011 12:00:00 AM,2796739,133127,1027511,,,,,,,31774,3012,,2920,,,,3699,,40658,21405,,,,,,287276,,,,,,,,,141,,,,,,
7/29/2011 12:00:00 AM,1675374,551333,147901,,,,,,,32197,4157,,1679,,,,5512,,9255,14876,,,,,,339656,,,,,,,,,1289,,,,,,
8/5/2011 12:00:00 AM,7388004,96816,1066847,,,,,,,30419,32,,30917,,,,13102,,122366,29679,,,,,,808831,,,,,,,,,1476,,,,,,
8/12/2011 12:00:00 AM,5270977,73683,121036,,,,,,,36138,18366,,15228,,,,6668,,79410,149732,,,,,,787166,,,,,,,,,21582,,,,,,
8/19/2011 12:00:00 AM,5381302,125079,275145,,,,,,,37673,1836,,1418,,,,528815,,42982,15801,,,,,,645442,,,,,,,,,1870,,,,,,
8/26/2011 12:00:00 AM,2463964,51033,230138,,,,,,,46173,2043,,253,,,,1505,,10665,10573,,,,,,280140,,,,,,,,,96,,,,,,
9/2/2011 12:00:00 AM,6831317,15297,146184,,,,,,,116600,1803,,117,,,,13856,,32507,45387,,,,,,135831,,,,,,,,,1192,,,,,,
9/9/2011 12:00:00 AM,3361499,117358,329966,,,,,,,59973,4550,,845,,,,4665,,16419,11117,,,,,,153125,,,,,,,,,6077,,,,,,
9/16/2011 12:00:00 AM,4066371,34505,410013,,,,,,,140804,646,,6926,,,,10915,,20689,44140,,,,,,653299,,,,,,,,,566,,,,,,
9/23/2011 12:00:00 AM,14978014,40474,554746,,,,,,,82291,2133,,22250,,,,262866,,29150,23538,,,,,,507302,,,,,,,,,384,,,,,,
9/30/2011 12:00:00 AM,6569338,38759,378804,,,,,,,101195,2202,,395,,,,106793,,17423,10779,,,,,,208737,,,,,,,,,46,,,,,,
10/7/2011 12:00:00 AM,8316619,37087,119765,,,,,,,115297,6017,,10262,,,,205089,,28439,409491,,,,,,264653,,,,,,,,,743,,,,,,
10/14/2011 12:00:00 AM,4044636,60868,135500,,,,,,,45046,353,,4344,,,,2577,,5036,5758,,,,,,288790,,,,,,,,,9818,,,,,,
10/21/2011 12:00:00 AM,3423792,141871,576502,,,,,,,56654,1142,,7679,,,,4415,,6111,8120,,,,,,130226,,,,,4286,,,,445,,,,,,
10/28/2011 12:00:00 AM,5671615,72560,311802,,,,,,,91527,1382,,9818,,,,6588,,22265,97461,,,,,,841341,,,,,815,,,,22102,,,,,,
11/4/2011 12:00:00 AM,3258009,83292,594530,,,,,,,86960,2907,,800,,,,55864,,30938,10074,,,,,,478488,,,,,897,,,,225,,,,,,
11/11/2011 12:00:00 AM,13952587,51134,352542,,,,,,,53461,1637,,326,,,,6341,,12163,9602,,,,,,1088038,,,,,242,,,,1213,,,,,,
11/18/2011 12:00:00 AM,6484312,123064,314565,,,,,,,58806,491,,198,,,,1078,,4360,3767,,,,,,263686,,,,,168,,,,980,,,,,,
11/25/2011 12:00:00 AM,2302429,42026,374827,,,,,,,87603,133,,12,,,,1639,,3604,7182,,,,,,317065,,,,,483,,,,421,,,,,,
12/2/2011 12:00:00 AM,9302492,33317,270290,,,,,,,227042,1322,,24002,,,,2130,,10468,6202,,,,,,889288,,,,,235,,,,205,,,,,,
12/9/2011 12:00:00 AM,4060491,18855,88470,,,,,,,109696,277,,1092,,,,5150,,3035,10146,,,,,,341510,,,,,281,,,,3936,,,,,,
12/16/2011 12:00:00 AM,7604414,42077,181808,,,,,,,81501,2,,16,,,,7536,,4117,7161,,,,,,228948,,,,,39,,,,2253,,,,,,
12/23/2011 12:00:00 AM,4132592,17075,284591,,,,,,,120796,611,,171,,,,4923,,16047,10305,,,,,,1188180,,,,,158,,,,1879,,,,,,
12/29/2011 12:00:00 AM,1866182,852400,250210,,,,,,,151796,536,,491,,,,1409,,5028,50214,,,,,,542487,,,,,570,,,,658,,,,,,
1/6/2012 12:00:00 AM,3597827,68316,282066,,,,,,,82199,4101,,56,,,,8327,,28763,71008,,,,,,80204,,,,,2089,,,,347,,,,,,
1/13/2012 12:00:00 AM,4071745,19881,277956,,,,,,,54828,0,,58,,,,6757,,71106,7721,,,,,,150474,,,,,2294,,,,778,,,,,,
1/20/2012 12:00:00 AM,4626429,217078,182045,,,,,,,55342,2095,,3763,,,,3734,,12207,34500,,,,,,615452,,,,,209,,,,2931,,,,,,
1/27/2012 12:00:00 AM,3072030,45084,113343,,,,,,,102279,12183,,1339,,,,4766,,10654,59433,,,,,,1079290,,,,,206,,,,1319,,,,,,
2/3/2012 12:00:00 AM,2154952,26678,100483,,,,,,,126089,609,,469,,,,8549,,93661,28701,,,,,,474340,,,,,236,,,,1129,,,,,,
2/10/2012 12:00:00 AM,2305092,31427,94645,,,,,,,63788,49,,746,,,,13131,,17337,147818,,,,,,403825,,,,,652,,,,898,,,,,,
2/17/2012 12:00:00 AM,3345115,89613,120416,,,,,,,51763,1082,,1700,,,,27967,,12491,28973,,,,,,669409,,,,,583,,,,177,,,,,,
2/24/2012 12:00:00 AM,2051911,44533,176868,,,,,,,71722,5663,,2844,,,,1899,,21363,11446,,,,,,259790,,,,,31,7850,,,212,,,,,,
3/2/2012 12:00:00 AM,2509540,68679,98268,,,,,,,291270,4921,,1440,,,,39219,,21940,8186,,,,,,599280,,,,,67,9338,,,1241,,,,,,
3/9/2012 12:00:00 AM,1934666,61310,144492,,,,,,,76023,5,,207,,,,6659,,3624,25125,,,,,,428569,,,,,422,3579,,,1407,,,,,,
3/16/2012 12:00:00 AM,1563124,55979,159624,,,,,,,57616,10,,63,,,,3981,,11442,87467,,,,,,372050,,,,,622,1785,,,1744,,,,,,
3/23/2012 12:00:00 AM,1306761,784379,136429,,,,,,,92447,113,,334,,,,64779,,8271,31090,,,,,,336218,,,,,21,2739,,,11876,,,,,,
3/30/2012 12:00:00 AM,3035344,100490,281053,,,,,,,159809,3111,,162,,,,8551,,13138,23112,,,,,,226795,,,,,211,15075,,,110,,,,,,
4/6/2012 12:00:00 AM,3330715,52529,99120,,,,,,,71735,2020,,76,,,,4838,,23522,21784,,,,,,438761,,,,,3055,7907,,,71,,,,,,
4/13/2012 12:00:00 AM,4403265,89012,355558,,,,,,,54938,234,,371,,,,8121,,203825,96649,,,,,,204200,,,,,10,12293,,,87,,,,,,
4/20/2012 12:00:00 AM,4846125,66987,541782,,,,,,,46248,130,,2289,,,,4543,,9899,8082,,,,,,180091,,,,,70,1173,,,2155,,,,,,
4/27/2012 12:00:00 AM,2553714,30929,760153,,,,,,,118515,3212,,108,,,,3642,,14334,23169,,,,,,1357029,,,,,3014,10257,,,2580,,,,,,
5/4/2012 12:00:00 AM,1413250,25199,142349,,,,,,,104831,2079,,615,,,,22770,,68958,167059,,,,,,379156,,,,,258,9231,,,2604,,,,,,
5/11/2012 12:00:00 AM,5841582,840702,828610,,,,,,,52280,146,,202,,,,9031,,5982,6818,,,,,,681274,,,,,23310,3707,,,1100,,,,,,
5/18/2012 12:00:00 AM,6779115,60048,446960,,,,,,,47139,195,,438,,,,5363,,9846,65503,,,,,,300192,,,,7,3368,15423,,,432,,,,,,
5/25/2012 12:00:00 AM,1289876,39016,97576,,,,,,,65202,406,,234,,,,2043,,7675,52302,,,,,,154070,,,,8,5050,5331,,,4071,,,,,,
6/1/2012 12:00:00 AM,2476513,29826,234385,,,,,,,195210,804,,2100,,,,3904,,2708,3444,,,,,,377848,,,,6,612,28516,,,3844,,,,,,
6/8/2012 12:00:00 AM,5796046,37452,240863,,,,,,,74632,7,,52,,,,3188,,4714,100606,,,,,,556711,,,,1,1276,10260,,,11004,,,,,,
6/15/2012 12:00:00 AM,3021201,723483,177728,,,,,,,60648,10,,56,,,,214598,,5372,5493,,,,,,364544,,,,101,2174,122214,,,14161,,,,,,
6/22/2012 12:00:00 AM,4561894,70657,387620,,,,,,,36307,270,,229,,,,19939,,17088,10627,,,,,,350579,,,,10,2119,24877,,,14051,,,,,,
6/29/2012 12:00:00 AM,3769802,34009,309637,,,,,,,165983,241,,770,,,,4747,,10785,19120,,,,,,218771,,,,50,2594,89376,,,10585,,,,,,
7/6/2012 12:00:00 AM,1768965,19502,418715,,,,,,,54194,207,,250,,,,952,,3210,52940,,,,,,169554,,,,2611,1587,22446,,,12547,,,,,,
7/13/2012 12:00:00 AM,9413982,30965,3619871,,,,,,,44660,11680,,68,,,,4000,,2457,11047,,,,,,586544,,,,22,1267,19700,,,1559,,,,,,
7/20/2012 12:00:00 AM,4325733,136463,124126,,,,,,,41214,75,,401,,,,3184,,3382,13697,,,,,,469406,,,,1024,129,68591,,,6363,,,,,,
7/27/2012 12:00:00 AM,2770841,53587,517238,,,,,,,102104,54,,228,,,,1269,,4083,74256,,,,,,321519,,,,35,4861,33945,,,5584,,,,,,
8/3/2012 12:00:00 AM,3261239,154561,289275,,,,,,,123463,0,,10403,,,,4813,,15875,16753,,,,,,115926,,,,20,29,37669,,,863,,,,,,
8/10/2012 12:00:00 AM,10330853,305500,204669,,,,,,,55967,7080,,1072,,,,2436,,19392,12077,,,,,,618882,,,,10,644,34943,,,1242,,,,,,
8/17/2012 12:00:00 AM,3662899,61601,311799,,,,,,,59118,4808,,3820,,,,7702,,4462,63505,,,,,,371361,,,,438,301,27348,,,1853,,,,,,
8/24/2012 12:00:00 AM,3339714,158922,348222,,,,,,,57283,1188,,144,,,,3893,,3593,15681,,,,,,410129,,,,995,2424,24114,,,9191,,,,,,
8/31/2012 12:00:00 AM,5276509,74220,342804,,,,,,,133429,2497,,6269,,,,3537,,13572,415004,,,,,,470435,,,,21,301,62910,,,5338,,,,,,
9/7/2012 12:00:00 AM,2384711,72273,1315477,,,,,,,79822,2013,,133,,,,7397,,5535,29193,,,,,,274400,,,,269,999,16855,,,15733,,,,,,
9/14/2012 12:00:00 AM,5616072,1011027,290383,,,,,,,56547,1156,,10260,,,,10366,,11908,61857,,,,,,765355,,,,857,1117,22425,,,9467,,,,,,
9/21/2012 12:00:00 AM,5423273,396399,163996,,,,,,,111482,434,,81,,,,4227,,16603,10966,,,,,,198068,,,,1712,213,17862,,,2899,,,,,,
9/28/2012 12:00:00 AM,4876562,306851,491429,,,,,,,294836,2138,,1952,,,,7756,,3221,12437,,,,,,517691,,,,3761,49,104471,,,4823,,,,,,
10/5/2012 12:00:00 AM,3129371,472146,188295,,,,,,,199648,410,,87,,,,3324,,8732,46327,,,,,,157043,,,,1700,364,42016,,,1600,,,,,,
10/12/2012 12:00:00 AM,6949675,87342,334810,,,,,,,71108,2891,,100786,,,,71747,,74047,4909,,,,,,449070,,,,2586,30411,16025,,,202877,,,,,,
10/19/2012 12:00:00 AM,3492958,192449,998318,,,,,,,74192,21,,2,,,,2008,,2532,10750,,,,,,113795,,,,1523,289,21457,,,436,,,,,,
10/26/2012 12:00:00 AM,6041511,551082,641230,,,,,,,99166,72,,54,,,,3557,,5585,2656,,,,,,222252,,,,2668,652,29093,,,2085,,,,,,
11/2/2012 12:00:00 AM,4982353,1211905,145937,,,,,,,232741,300,,161,,,,2351,,12149,6908,,,,,,500989,,,,1248,2210,35700,,,826,,,,,,
11/9/2012 12:00:00 AM,6403871,351594,583932,,,,,,,106080,201,,108,,,,66074,,8045,21503,,,,,,118363,,,,892,385,42573,,,591,,,,,,
11/16/2012 12:00:00 AM,6577052,129630,646094,,,,,,,78115,140,,129,,,,5070,,7233,7658,,,,,,133308,,,,1487,342,13889,,,378,,,,,,
11/23/2012 12:00:00 AM,6260549,196748,307232,,,,,,,144807,341,,12,,,,3924,,5725,17195,,,,,,267534,,,,4440,305,18651,,,1314,,,,,,
11/30/2012 12:00:00 AM,5006225,333814,514708,,,,,,,301259,991,,43222,,,,179819,,3078,46438,,,,,,548001,,,,574,522,82384,,,733,,,,,,
12/7/2012 12:00:00 AM,2135036,507358,565676,,,,,,,217618,456,,365,,,,16265,,13972,10772,,,,,,273634,,,,5971,181,32437,,,4191,,,,,,
12/14/2012 12:00:00 AM,4692411,226900,2206569,,,,,,,172713,11,,389,,,,4539,,4615,18780,,,,,,379492,,,,1499,96,31000,,,20220,,,,,,
12/21/2012 12:00:00 AM,5482234,183499,1284200,,,,,,,183837,15,,36364,,,,45103,,4358,29315,,,,,,531682,,,,547,1253,29955,,,4127,,,,,,
12/28/2012 12:00:00 AM,2933789,319352,602935,,,,,,,351233,2358,,423,,,,8664,,5044,12966,,,,,,586760,,,,6810,2065,67094,,,2344,,,,,,
1/4/2013 12:00:00 AM,5112298,444101,1447398,,,,,,,254903,2592,,21604,,,,9249,,24576,68984,,,,,,439672,,,,9513,58,49921,,,1661,,,,,,
1/11/2013 12:00:00 AM,6958286,476150,1252481,,,,,,,135433,1411,,3943,,,,21376,,22209,3169,,,,,,375874,,,,2679,661,17377,,,2219,,,,,,
1/18/2013 12:00:00 AM,5325324,264922,358623,,,,,,,159758,6,,6721,,,,6484,,4670,117828,,,,,,210239,,,,6621,23,21281,,,1057,,,,,,
1/25/2013 12:00:00 AM,10984017,1515706,1654839,,,,,,,180609,16,,268,,,,3909,,64377,69826,,,,,,506905,,,,4268,329,27707,,,834,,,,,,
2/1/2013 12:00:00 AM,7385102,334523,706134,,,,,,,684235,16,,41294,,,,8244,,12779,5774,,,,,,667269,,,,431,27,65088,,,2452,,,,,,
2/8/2013 12:00:00 AM,4378934,222061,1136706,,,,,,,180755,163,,1015,,,,1125,,8113,4788,,,,,,336513,,,,274,265,108881,,,706,,,,,,
2/15/2013 12:00:00 AM,3645514,626159,736862,,,,,,,128311,2236,,41,,,,1167,,31358,12349,,,,,,254231,,,,554,26,32015,,,1281,,,,,,
2/22/2013 12:00:00 AM,5682482,295006,2503363,,,,,,,174265,305,,479,,,,3993,,7420,25122,,,,,,393861,,,,5066,103,43197,,,30342,,,,,,
2/28/2013 12:00:00 AM,7621521,546046,1589685,,,,,,,305108,531,,567,,,,7066,,14875,20373,,,,,,798400,,,,6253,951,84597,,,3259,,,,,,
3/8/2013 12:00:00 AM,8086091,161191,1334946,,,,,,,171887,147,,788,,,,2930,,5813,2476,,,,,,300577,,,,48,455,34043,,,2279,,,,,,
3/15/2013 12:00:00 AM,10276191,689697,1108607,,,,,,,67132,55,,20488,,,,2592,,232902,4251,,,,,,293486,,,,11,183,38714,,,287,,,,,,
3/22/2013 12:00:00 AM,14002949,1475252,2431401,,,,,,,134367,834,,0,,,,3590,,2371,14168,,,,,,293257,,,,58,10,59833,,,1089,,,,,,
3/29/2013 12:00:00 AM,5883450,364713,1442405,,,,,,,268439,1184,,433,,,,621606,,302096,28277,,,,,,236346,,,,8227,481,98623,,,1561,,,,,,
4/5/2013 12:00:00 AM,21173991,2459123,3697245,,,,,,,218450,120,,464,,,,10009,,8666,16390,,,,,,650906,,,,34,109,29509,,,1056,,,,,,
4/12/2013 12:00:00 AM,6347735,589568,1586557,,,,,,,209930,204,,22581,,,,2094,,4831,3803,,,,,,182956,,,,1661,1064,32150,,,6014,,,,,,
4/19/2013 12:00:00 AM,7791575,175395,946014,,,,,,,162491,823,,807,,,,8293,,29470,3849,,,,,,483846,,,,796,104,29271,,,536,,,,,,
4/26/2013 12:00:00 AM,5495021,173588,741218,,,,,,,356230,176,,163,,,,18852,,7247,4592,,,,,,218531,,,,0,103,46912,,,549,,,,,,
5/3/2013 12:00:00 AM,3896842,210553,992244,,,,,,,430975,311,,3020,,,,2353,,13561,11172,,,,,,142709,,,,14180,337,339610,,,1752,,,,,,
5/10/2013 12:00:00 AM,13011415,324777,687496,,,,,,,127274,457,,6098,,,,5798,,26140,7494,,,,,,812223,,,,19864,133,24387,,,486,,,,,,
5/16/2013 12:00:00 AM,5797321,238009,1148923,,,,,,,218352,7173,,10588,,,,16647,,5582,8995,,,,,,388951,,,,5663,116,24359,,,150,,,,,,
5/24/2013 12:00:00 AM,7856044,137585,541137,,,,,,,473202,680,,2249,,,,7024,,4660,381075,,,,,,614780,,,,909,156,85053,,,677,,,,,,
5/31/2013 12:00:00 AM,5311660,109266,1458327,,,,,,,510692,885,,229,,,,16458,,6107,6209,,,,,,335691,,,,2013,140,75381,,,1456,,,,,,
6/7/2013 12:00:00 AM,15090007,241007,3688180,,,,,,,524551,2005,,275,,,,3592,,5425,335043,,,,,,643642,,,,180,979,49351,,,1617,,,,,,
6/14/2013 12:00:00 AM,21993967,241816,770258,,,,,,,348979,43,,14994,,,,24341,,220321,42393,,,,,,304651,,,,36,443,25772,,,997,,,,,,
6/21/2013 12:00:00 AM,14651368,700622,1448465,,,,,,,451522,5,,132,,,,8016,,8278,13794,,,,,,326358,,,,223,3420,34214,,,4033,,,,,,
6/28/2013 12:00:00 AM,7207577,107722,759644,,,,,,,520399,228,,150,,,,1611,,21823,4737,,,,,,141710,,,,1121,2202,74364,,,310,,,,,,
7/5/2013 12:00:00 AM,4411500,306585,620194,,,,,,,602024,250,,1404,,,,2234,,4125,200184,,,,,,129604,,,,233,1502,36460,,,148,,,,,,
7/12/2013 12:00:00 AM,3361004,83342,897850,,,,,,,334684,1416,,1194,,,,1778,,4997,5904,,,,,,284047,,,,100,347,25133,,,36,,,,,,
