D A T E,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가
10/8/2020 12:00:00 AM,31233,31214,31226,13402,10165,13230,104040,,31250,100701,100847,22205,26536,10812,15425,10729,26900,,16090,5132,,12685,,10461,12630,7587,102725,10009,53161,14037,123881,102505,10145,15317,58125,10865,110520,16360,9895,10615,11085
10/16/2020 12:00:00 AM,30663,30637,30657,12724,9990,12547,104070,,30661,100726,100876,22690,25931,10127,15390,10516,26177,,15462,5083,,12915,,9971,12980,7400,102745,10094,53320,13552,124583,102520,9536,14934,58155,10805,110845,16345,9830,10635,11030
10/23/2020 12:00:00 AM,30948,30935,30941,12319,10085,12146,104090,,30965,100741,100896,22495,25941,9997,15130,10397,25160,,15393,5595,,12795,,9771,13245,7449,102760,9871,53290,13302,124534,102540,9456,14810,58135,10665,110790,16069,9710,10575,11100
10/30/2020 12:00:00 AM,29640,29686,29687,12140,9680,11977,104090,,29712,100746,100896,22035,25108,9767,14175,10124,24840,9669,15269,5305,,12580,,9616,12630,7424,102770,9296,53112,13067,124024,102545,9141,14448,58105,9925,110585,14841,9710,10400,10920
11/6/2020 12:00:00 AM,31641,31636,31645,12818,10310,12651,104110,,31659,100761,100906,22825,27013,11127,15155,10977,26391,10307,15833,5634,,13120,,10486,12875,7902,102790,9866,53102,13992,123886,102560,9616,15550,58095,10740,110470,15812,9605,10580,11065
11/13/2020 12:00:00 AM,32733,32674,32732,12803,10655,12651,104130,,32735,100770,100916,22195,27638,11337,15495,11140,26780,10178,17051,5885,,12995,,10471,13065,8178,102795,9980,52929,13592,123194,102565,9551,15932,58030,11515,110185,16202,9560,10625,11140
11/20/2020 12:00:00 AM,33466,33443,33470,13317,10890,13156,104140,,33483,100775,100921,22390,28585,11462,15630,11413,28476,10267,17382,5996,,13325,,10671,13280,8439,102805,10024,52998,13702,123469,102580,9821,16483,58050,11595,110295,16380,9540,10660,11235
11/27/2020 12:00:00 AM,34636,34613,34626,13637,11325,13488,104125,,34653,100765,100876,22950,29657,12686,15950,11963,28945,10337,17694,6121,,13210,,11201,13470,8740,102800,10128,52905,13772,123096,102565,9746,17134,57995,11800,110235,16552,9465,10700,11255
12/4/2020 12:00:00 AM,36141,36131,36126,14405,11875,14201,104140,,36157,100775,100950,23450,30868,12826,15805,12796,29733,10392,18733,6126,,13340,,11525,13540,8878,102820,10039,52865,14242,122998,102585,10265,17849,58050,11810,110145,16345,9265,10675,11315
12/11/2020 12:00:00 AM,36608,36577,36608,14759,12050,14537,104165,10035,36614,100795,100980,23590,31522,13096,15915,12721,30301,10372,18570,6126,,12955,,11530,13790,9065,102835,10094,52919,14192,123081,102595,10500,18152,58080,11800,110180,16444,9330,10695,11345
12/18/2020 12:00:00 AM,36534,36547,36540,15044,12000,14820,104175,11080,36555,100810,100975,25200,31914,13301,16280,12711,31289,10752,18506,5981,10225,13355,10210,11630,14310,9030,102830,10322,52732,13977,122625,102605,10730,18504,58045,11940,109960,16671,9410,10775,11340
12/24/2020 12:00:00 AM,37222,37199,37233,14884,12285,14686,104175,11605,37248,100810,100985,24835,32996,13096,16310,12885,31508,10742,18600,6001,10190,13365,10200,11525,14405,9242,102850,10297,52910,14142,122900,102620,10710,18688,58105,11910,110085,16715,9440,10770,11365
12/30/2020 12:00:00 AM,38845,38888,38886,15493,12820,15310,104175,11705,38880,100820,100975,25120,35442,13806,16225,13460,33523,10782,19268,6039,10065,13485,10070,11880,14630,9774,102840,10292,52795,14612,122490,102605,10975,19785,58055,12170,109900,16615,9305,10690,11485
1/8/2021 12:00:00 AM,42823,42865,42802,15503,14130,15320,104215,13475,42828,100860,101060,25275,40259,17350,16735,15412,35388,10871,23262,6353,10575,14665,10535,13145,15800,10705,102900,10540,52740,15966,122330,102650,11250,22178,58090,12325,109970,17130,9335,10835,11775
1/15/2021 12:00:00 AM,41844,41944,41872,14979,13820,14790,104225,12800,41909,100875,101070,25135,39470,16860,16670,14793,35253,10851,22440,6343,10800,14820,10810,12790,16440,10646,102915,10510,52835,15571,122600,102665,11065,21816,58125,12205,110055,17015,9405,10865,11735
1/22/2021 12:00:00 AM,42508,42576,42511,15089,14020,14904,104230,13815,42538,100885,101065,26575,41613,17765,16880,15179,36839,11326,25539,6150,12220,15065,12205,13090,16165,10691,102925,10718,52755,16426,122425,102670,11385,22675,58110,12175,109970,17245,9455,10910,11815
1/29/2021 12:00:00 AM,40490,40592,40502,14445,13315,14275,104250,12830,40460,100885,101080,26120,38870,17125,16535,14471,34470,11176,23282,5692,11685,14495,11645,13000,14900,10095,102925,10578,52755,16031,122435,102675,11760,21255,58120,11955,109830,17005,9585,10865,11670
2/5/2021 12:00:00 AM,42287,42360,42296,15004,13815,14800,104275,13110,42317,100920,101115,27575,40284,18435,17270,15214,35493,11760,26128,6058,12455,15145,12405,14064,16195,10346,102950,11042,52740,16590,122260,102695,13029,21989,58155,12235,109785,17610,9630,10955,11910
2/10/2021 12:00:00 AM,42021,42052,42024,14834,13745,14626,104280,13740,42031,100930,101135,28490,40542,18145,17330,15036,35478,11700,24861,6198,12675,15705,12670,13954,15830,10301,102975,10992,52640,17235,121935,102700,12774,21850,58165,12345,109690,17515,9485,10950,11940
2/19/2021 12:00:00 AM,42120,42184,42113,14560,13770,14384,104300,13160,42105,100950,101150,28670,40884,18255,17240,15234,36984,11580,24143,6126,13030,15745,13055,13595,16495,10267,102980,10942,52595,17655,121630,102720,12015,22198,58175,12405,109585,17515,9475,10945,11920
2/26/2021 12:00:00 AM,41061,41038,41060,13692,13390,13532,104320,11440,41086,100960,101155,27040,38909,16065,17185,14743,35702,11021,22802,6165,11400,14855,11355,12460,16245,9779,102995,10877,52320,16715,120670,102725,11010,21329,58090,12250,109200,17730,9625,10925,11730
3/5/2021 12:00:00 AM,41224,41224,41198,14036,13455,13889,104320,11205,41224,100975,101175,25615,38706,16200,17065,14773,35488,10781,23143,6382,11005,14620,10975,12250,16765,9774,103005,10738,52320,16515,120630,102735,10850,21205,58070,12425,109075,17520,9640,10845,11770
3/12/2021 12:00:00 AM,41534,41572,41549,14111,13555,13908,104315,10990,41558,100965,101125,26700,39103,16375,17850,14946,35388,11321,23267,6715,11015,14250,11000,12300,17050,9897,102990,11306,52010,16590,119660,102730,10785,21279,57840,13025,108530,18610,9720,10990,11755
3/19/2021 12:00:00 AM,41209,41268,41233,14405,13460,14215,104340,10620,41224,100975,101185,26110,38483,15031,17750,14654,36590,11101,23500,6783,10685,13770,10655,12020,17200,9715,103010,11222,52005,16990,119780,102760,10985,21175,57900,12905,108565,18815,9685,10980,11750
3/26/2021 12:00:00 AM,41258,41327,41292,14495,13385,14310,104355,10570,41307,100990,101200,25305,37585,14816,17725,14381,36455,11191,22584,6807,10380,13885,10345,11905,16670,9691,103030,11251,52310,16725,120725,102765,11195,20793,58045,12965,109030,18650,9675,10965,11790
4/2/2021 12:00:00 AM,42381,42458,42404,14490,13810,14305,104365,10910,42396,101030,101275,26340,39415,15910,18060,14897,38001,11580,23747,6845,10885,14090,10860,12110,17590,9947,103050,11521,52180,16740,120320,102775,11225,21602,57980,13360,108710,18885,9665,11020,11855
4/9/2021 12:00:00 AM,42385,42492,42429,14595,13750,14428,104385,10325,42435,101035,101255,27365,39281,15780,18220,14887,38350,11840,23549,6898,10415,13695,10380,12315,17670,9942,103075,11655,52245,17530,120565,102795,11695,21503,57985,13455,108875,18965,9595,11075,11880
4/16/2021 12:00:00 AM,43178,43276,43215,15134,14020,14943,104395,10460,43194,101050,101280,28100,40328,17290,18380,15159,38814,11990,23737,6865,10300,13500,10250,13000,18075,10247,103090,11790,52310,18045,120705,102800,12045,21766,58040,13475,109085,19165,9565,11125,12020
4/23/2021 12:00:00 AM,42755,42870,42790,15054,13850,14879,104410,11100,42790,101070,101290,27035,39783,16840,18365,14733,40121,11820,22856,7048,10570,14050,10530,12690,18250,10104,103100,11720,52315,17485,120495,102815,11585,21538,58095,13550,109035,19060,9575,11090,12075
4/30/2021 12:00:00 AM,42295,42390,42295,14215,13695,14010,104430,11230,42305,101110,101395,27330,38710,16830,18485,14305,37630,11890,21665,7365,10400,14030,10355,12280,18440,9990,103105,11840,52040,16730,119695,102820,10900,20760,58040,13480,108550,19065,9520,11075,12060
